"Villa Santa Rita",-34.6147734952543,-58.4797096252441,21,0,0,0
"Pago Pago",-14.27806,-170.7025,195,0,0,0
"Wolfsberg",46.8405556,14.8441667,555,0,0,0
"Wiener Neustadt",47.8,16.25,262,0,0,0
"Vienna",48.2084877601653,16.3720750808716,164,0,0,0
"Wels",48.1666667,14.0333333,315,0,0,0
"Weinzierl bei Krems",48.4,15.6,189,0,0,0
"Villach",46.6102778,13.8558333,473,0,0,0
"Traun",48.2166667,14.2333333,271,0,0,0
"Traiskirchen",48.0166667,16.2833333,202,0,0,0
"Ternitz",47.7166667,16.0333333,386,0,0,0
"Steyr",48.0427423170615,14.421272277832,290,0,0,0
"Spittal an der Drau",46.8,13.5,564,0,0,0
"Schwechat",48.1333333,16.4666667,167,0,0,0
"Sankt Polten",48.2,15.6333333,262,0,0,0
"Salzburg",47.7994056435064,13.0439901351929,422,0,0,0
"Saalfelden am Steinernen Meer",47.4166667,12.85,755,0,0,0
"Modling",48.0833333,16.2833333,222,0,0,0
"Lustenau",47.4330556,9.65,398,0,0,0
"Linz",48.3063888888,14.286111111,263,0,0,0
"Leonding",48.2666667,14.25,275,0,0,0
"Leoben",47.3833333,15.1,552,0,0,0
"Kufstein",47.5833333,12.1666667,590,0,0,0
"Krems an der Donau",48.4092062871808,15.6141471862793,192,0,0,0
"Klosterneuburg",48.3052063585096,16.3252222537994,153,0,0,0
"Klagenfurt",46.6247222,14.3052778,443,0,0,0
"Kapfenberg",47.4333333,15.3,711,0,0,0
"Innsbruck",47.2626600380713,11.3945388793945,576,0,0,0
"Hallein",47.6833333,13.1,450,0,0,0
"Graz",47.0666667,15.45,365,0,0,0
"Feldkirch",47.2330556,9.6,464,0,0,0
"Dornbirn",47.4166667,9.7330556,415,0,0,0
"Bregenz",47.5031127355309,9.74710464477539,433,0,0,0
"Braunau am Inn",48.2666667,13.0333333,360,0,0,0
"Baden",48.0166667,16.2333333,289,0,0,0
"Amstetten",48.1229031642636,14.8720550537109,268,0,0,0
"Whyalla",-33.0333333,137.5833333,1,0,0,0
"Roebourne",-20.7833333,117.1333333,11,0,0,0
"Perth",-31.9333333,115.8333333,32,0,0,0
"Murray Bridge",-35.1166667,139.2666667,10,0,0,0
"Mount Isa",-20.7333333,139.5,438,0,0,0
"Mandurah",-32.55,115.7,1,0,0,0
"Kwinana",-32.25,115.7666667,24,0,0,0
"Kalgoorlie",-30.75,121.4666667,469,0,0,0
"Geraldton",-28.7666667,114.6,2,0,0,0
"Gawler",-34.6,138.7333333,72,0,0,0
"Darwin",-12.4611336615902,130.841846466064,0,0,0,0
"Bunbury",-33.3333333,115.6333333,1,0,0,0
"Alice Springs",-23.7,133.8833333,609,0,0,0
"Albany",-35.0169444,117.8916667,85,0,0,0
"Adelaide",-34.9333333,138.6,65,0,0,0
"Wodonga",-36.1166667,146.8833333,153,0,0,0
"Warrnambool",-38.3833333,142.4833333,1,0,0,0
"Wagga Wagga",-35.1166667,147.3666667,148,0,0,0
"Traralgon",-38.1833333,146.5333333,119,0,0,0
"Townsville",-19.25,146.8,1,0,0,0
"Torquay",-25.2833333,152.8666667,0,0,0,0
"Toowoomba",-27.55,151.9666667,560,0,0,0
"Taree",-31.9,152.4666667,56,0,0,0
"Tamworth",-31.1,150.9333333,545,0,0,0
"Sydney",-33.8678499639382,151.207323074341,1,0,0,0
"Surfers Paradise",-28.0027377616665,153.42999458313,1,0,0,0
"Sunbury",-37.5833333,144.7333333,197,0,0,0
"South Grafton",-29.7,152.95,78,0,0,0
"Shepparton",-36.3833333,145.4,132,0,0,0
"Rockhampton",-23.3833333,150.5,2,0,0,0
"Queanbeyan",-35.35,149.2333333,609,0,0,0
"Port Macquarie",-31.4333333,152.9166667,0,0,0,0
"Orange",-33.2833333,149.1,652,0,0,0
"Nowra",-34.8833333,150.6,1,0,0,0
"Newcastle",-32.9271483615446,151.776466369629,1,0,0,0
"Nerang",-27.9833333,153.3333333,49,0,0,0
"Mount Gambier",-37.8333333,140.7666667,82,0,0,0
"Mornington",-38.2166667,145.0333333,1,0,0,0
"Mooloolaba",-26.6833333,153.1166667,0,0,0,0
"Mildura",-34.2,142.15,60,0,0,0
"Melton",-37.6833333,144.5833333,128,0,0,0
"Melbourne",-37.8139965641595,144.963322877884,58,0,0,0
"Maryborough",-25.5333333,152.7,4,0,0,0
"Mackay",-21.15,149.2,0,0,0,0
"Lismore",-28.8135437840429,153.27730178833,130,0,0,0
"Launceston",-41.45,147.1666667,105,0,0,0
"Katoomba",-33.7,150.3,720,0,0,0
"Hornsby",-33.7,151.1,163,0,0,0
"Hobart",-42.9166667,147.3333333,151,0,0,0
"Griffith",-34.2833333,146.0333333,117,0,0,0
"Goulburn",-34.75,149.7166667,563,0,0,0
"Gold Coast",-28.0,153.4333333,1,0,0,0
"Gladstone",-23.85,151.25,1,0,0,0
"Geelong West",-38.1333333,144.35,0,0,0,0
"Geelong",-38.1471125837516,144.360694885254,0,0,0,0
"Forster",-32.1666667,152.5166667,0,0,0,0
"Echuca",-36.1333333,144.75,73,0,0,0
"Dubbo",-32.25,148.6166667,304,0,0,0
"Devonport",-41.1666667,146.35,1,0,0,0
"Deception Bay",-27.2,153.0333333,3,0,0,0
"Cranbourne",-38.1,145.2833333,1,0,0,0
"Craigieburn",-37.6,144.95,156,0,0,0
"Coffs Harbour",-30.3,153.1333333,8,0,0,0
"Wollongong",-34.4333333,150.8833333,26,0,0,0
"Cessnock",-32.8333333,151.35,152,0,0,0
"Canberra",-35.2834624726481,149.128074645996,609,0,0,0
"Caloundra",-26.8,153.1333333,1,0,0,0
"Cairns",-16.9166667,145.7666667,1,0,0,0
"Caboolture",-27.0833333,152.95,66,0,0,0
"Burnie",-41.0666667,145.9166667,1,0,0,0
"Bundaberg",-24.85,152.35,7,0,0,0
"Buderim",-26.6833333,153.05,43,0,0,0
"Brunswick",-37.7666667,144.9666667,129,0,0,0
"Broken Hill",-31.95,141.4333333,305,0,0,0
"Brisbane",-27.4679357321901,153.028092384338,15,0,0,0
"Bendigo",-36.7666667,144.2833333,234,0,0,0
"Ballarat",-37.5666667,143.85,465,0,0,0
"Armidale",-30.5166667,151.65,1014,0,0,0
"Albury",-36.0833333,146.9166667,170,0,0,0
"South Brisbane",-27.4833333,153.0166667,17,0,0,0
"Palmerston",-12.4860236620861,130.983295440674,6,0,0,0
"Karratha",-20.7291440924285,116.854705810547,1,0,0,0
"Oranjestad",12.5166667,-70.0333333,27,0,0,0
"Babijn",12.5333333,-69.9833333,93,0,0,0
"Angochi",12.516667,-69.95,49,0,0,0
"Tel'mankend",39.8905556,48.3858333,2,0,0,0
"Susa",39.7563889,46.7511111,1172,0,0,0
"Salyan",39.595,48.9791667,-4,0,0,0
"Neftcala",39.3586111,49.2469444,-7,0,0,0
"Naxcivan",39.2088889,45.4122222,890,0,0,0
"Imisli",39.8697222,48.06,15,0,0,0
"Calilabad",39.2088889,48.4972222,31,0,0,0
"Bilasuvar",39.4583333,48.545,15,0,0,0
"Astara",38.4561111,48.8786111,-24,0,0,0
"Ali Bayramli",39.9319444,48.9202778,13,0,0,0
"Agdam",39.9930556,46.9305556,363,0,0,0
"Zaqatala",41.6336111,46.6433333,545,0,0,0
"Zabrat",40.4872222,49.9525,43,0,0,0
"Yevlax",40.6172222,47.15,15,0,0,0
"Xanlar",40.5869444,46.3158333,691,0,0,0
"Xacmaz",41.4708333,48.8097222,25,0,0,0
"Ucar",40.5183333,47.6541667,13,0,0,0
"Tartar",40.345,46.9288889,226,0,0,0
"Sumqayit",40.5897222,49.6686111,24,0,0,0
"Qaracuxur",40.3966667,49.9736111,61,0,0,0
"Samkir",40.8297222,46.0188889,433,0,0,0
"Samaxi",40.6302778,48.6413889,637,0,0,0
"Saki",41.1919444,47.1705556,606,0,0,0
"Sabuncu",40.4425,49.9480556,34,0,0,0
"Sabirabad",40.0127778,48.4788889,-15,0,0,0
"Qusar",41.4263889,48.4355556,618,0,0,0
"Quba",41.3597222,48.5125,587,0,0,0
"Qazimammad",40.0433333,48.9355556,-3,0,0,0
"Qazax",41.0933333,45.3661111,384,0,0,0
"Haci Zeynalabdin",40.6233333,49.5586111,-10,0,0,0
"Mingacevir",40.77,47.0488889,32,0,0,0
"Mastaga",40.5327778,50.0038889,31,0,0,0
"Mardakan",40.4922222,50.1388889,-4,0,0,0
"Lokbatan",40.3272222,49.73,32,0,0,0
"Goycay",40.6530556,47.7405556,111,0,0,0
"Hovsan",40.3744444,50.0852778,-18,0,0,0
"Ganca",40.6827778,46.3605556,409,0,0,0
"Buzovna",40.5161111,50.1163889,-11,0,0,0
"Bina",40.4538889,50.0763889,14,0,0,0
"Barda",40.3744444,47.1266667,82,0,0,0
"Bilacari",40.4313889,49.8080556,73,0,0,0
"Baku",40.3952778,49.8822222,30,0,0,0
"Amircan",40.4263889,49.9836111,56,0,0,0
"Agsu",40.5691667,48.4008333,114,0,0,0
"Agdas",40.65,47.4761111,42,0,0,0
"Agcabadi",40.0527778,47.4613889,24,0,0,0
"Bakixanov",40.4216667,49.9644444,43,0,0,0
"Zenica",44.2013889,17.9063889,317,0,0,0
"Visoko",43.9888889,18.1780556,417,0,0,0
"Velika Kladusa",45.1894444,15.8116667,141,0,0,0
"Tuzla",44.5427778,18.6694444,274,0,0,0
"Trebinje",42.7119444,18.3441667,283,0,0,0
"Travnik",44.2266667,17.6705556,575,0,0,0
"Sarajevo",43.85,18.3833333,545,0,0,0
"Prijedor",44.9813889,16.7130556,134,0,0,0
"Mostar",43.3433333,17.8080556,55,0,0,0
"Gradacac",44.8808333,18.4269444,165,0,0,0
"Gracanica",44.7033333,18.3097222,277,0,0,0
"Gorazde",43.6669444,18.9763889,343,0,0,0
"Doboj",44.7347222,18.0877778,140,0,0,0
"Cazin",44.9669444,15.9430556,424,0,0,0
"Bugojno",44.0572222,17.4508333,549,0,0,0
"Brcko",44.8727778,18.8083333,93,0,0,0
"Bosanska Krupa",44.8825,16.1513889,151,0,0,0
"Bijeljina",44.7569444,19.2161111,91,0,0,0
"Bihac",44.8169444,15.8708333,218,0,0,0
"Banja Luka",44.7758333,17.1855556,158,0,0,0
"Konjic",43.6519444,17.9613889,408,0,0,0
"Bridgetown",13.1,-59.6166667,1,0,0,0
"Thakurgaon",26.0333333,88.4666667,37,0,0,0
"Teknaf",20.8666667,92.3,0,0,0,0
"Tungi",23.89,90.4058333,4,0,0,0
"Sylhet",24.8966667,91.8716667,9,0,0,0
"Dohar",23.5883333,90.1469444,4,0,0,0
"Jamalpur",24.9166667,89.9333333,12,0,0,0
"Shibganj",24.6833333,88.1666667,17,0,0,0
"Satkhira",22.7166667,89.1,14,0,0,0
"Sirajganj",24.45,89.7166667,13,0,0,0
"Netrakona",24.8833333,90.7166667,2,0,0,0
"Narsingdi",23.9208333,90.7180556,4,0,0,0
"Sandwip",22.4677778,91.4561111,6,0,0,0
"Shahzadpur",24.1666667,89.6,17,0,0,0
"Ramganj",23.1,90.85,3,0,0,0
"Rajshahi",24.3666667,88.6,31,0,0,0
"Pirojpur",22.5666667,89.9833333,3,0,0,0
"Panchagarh",26.3333333,88.5666667,59,0,0,0
"Patiya",22.2947222,91.9791667,7,0,0,0
"Parbatipur",25.65,88.9166667,30,0,0,0
"Narayanganj",23.6233333,90.5011111,4,0,0,0
"Nalchiti",22.6333333,90.2833333,2,0,0,0
"Nageswari",25.9666667,89.7166667,40,0,0,0
"Mymensingh",24.75,90.4,17,0,0,0
"Muktagacha",24.7666667,90.2333333,23,0,0,0
"Mirzapur",24.1,90.1,16,0,0,0
"Moulvi Bazar",24.4833333,91.7833333,13,0,0,0
"Morrelganj",22.4666667,89.85,1,0,0,0
"Mehendiganj",22.8166667,90.5333333,2,0,0,0
"Mathbaria",22.3,89.95,7,0,0,0
"Lalmanir Hat",25.9,89.45,32,0,0,0
"Laksham",23.2472222,91.1425,10,0,0,0
"Comilla",23.4577778,91.2044444,12,0,0,0
"Rangpur",25.75,89.25,36,0,0,0
"Kushtia",23.9166667,89.1166667,26,0,0,0
"Kaliganj",23.4166667,89.1333333,24,0,0,0
"Jhikergacha",23.1166667,89.1166667,11,0,0,0
"Jaipur Hat",25.1,89.0166667,29,0,0,0
"Ishurdi",24.1333333,89.0833333,30,0,0,0
"Habiganj",24.3833333,91.4166667,6,0,0,0
"Gaurnadi",22.9666667,90.2333333,2,0,0,0
"Gafargaon",24.4333333,90.5666667,13,0,0,0
"Feni",23.0186111,91.41,5,0,0,0
"Raipur",23.05,90.7666667,3,0,0,0
"Sarankhola",22.3,89.7833333,1,0,0,0
"Dhaka",23.7230556,90.4086111,4,0,0,0
"Chilmari",25.55,89.7166667,18,0,0,0
"Chhagalnaiya",23.03,91.5069444,8,0,0,0
"Lalmohan",22.3166667,90.7166667,1,0,0,0
"Khagrachari",23.1,91.9666667,48,0,0,0
"Chhatak",25.0333333,91.6666667,6,0,0,0
"Abhaynagar",23.0166667,89.4666667,16,0,0,0
"Bheramara",24.0333333,88.9666667,8,0,0,0
"Bhairab Bazar",24.0666667,90.9666667,16,0,0,0
"Bandarban",22.1980556,92.2197222,10,0,0,0
"Kalia",23.05,89.6333333,14,0,0,0
"Baniachang",24.5166667,91.3666667,4,0,0,0
"Bajitpur",24.2166667,90.95,10,0,0,0
"Badarganj",25.6666667,89.05,32,0,0,0
"Narail",23.1666667,89.5,14,0,0,0
"Tungipara",22.9,89.9166667,6,0,0,0
"Sarishabari",24.7333333,89.8333333,9,0,0,0
"Sakhipur",24.3,90.1833333,19,0,0,0
"Raojan",22.5383333,91.9147222,7,0,0,0
"Phultala",22.7,89.5166667,9,0,0,0
"Palang",23.2166667,90.35,5,0,0,0
"Par Naogaon",24.8,88.95,14,0,0,0
"Nabinagar",23.8916667,90.9733333,3,0,0,0
"Lakshmipur",22.95,90.8333333,2,0,0,0
"Kesabpur",22.9166667,89.2166667,14,0,0,0
"Kaptaimukh",22.4713889,92.2322222,18,0,0,0
"Hajiganj",23.2511111,90.8591667,4,0,0,0
"Faridpur",23.6,89.8333333,11,0,0,0
"Dinajpur",25.6333333,88.6333333,35,0,0,0
"Dakshin Char Fasson",22.2166667,90.7333333,2,0,0,0
"Chittagong",22.3330556,91.8363889,7,0,0,0
"Char Bhadrasan",23.3166667,90.2166667,4,0,0,0
"Bera",24.0833333,89.6166667,20,0,0,0
"Barahanuddin",22.5,90.7166667,2,0,0,0
"Satkania",22.0755556,92.0513889,6,0,0,0
"Cox's Bazar",21.4422222,91.9780556,4,0,0,0
"Khulna",22.8,89.55,9,0,0,0
"Bhola",22.6833333,90.65,1,0,0,0
"Barisal",22.7019444,90.3711111,2,0,0,0
"Jessore",23.1666667,89.2166667,15,0,0,0
"Pabna",24.0,89.25,8,0,0,0
"Tangail",24.25,89.9166667,13,0,0,0
"Pirganj",25.8666667,88.3666667,35,0,0,0
"Nawabganj",24.6,88.2833333,21,0,0,0
"Madaripur",23.1752778,90.2072222,0,0,0,0
"Sherpur",25.0166667,90.0166667,14,0,0,0
"Kishorganj",24.4333333,90.7666667,10,0,0,0
"Manikchhari",22.8625,91.845,42,0,0,0
"Bhandaria",22.4833333,90.0666667,2,0,0,0
"Fatikchari",22.6883333,91.7908333,9,0,0,0
"Saidpur",25.7776918455459,88.8916897773743,36,0,0,0
"Zwijndrecht",51.2166667,4.3333333,3,0,0,0
"Zwevegem",50.8,3.3333333,30,0,0,0
"Zottegem",50.8666667,3.8,60,0,0,0
"Zonhoven",50.9833333,5.35,41,0,0,0
"Zoersel",51.2666667,4.7,15,0,0,0
"Zemst",50.9833333,4.4666667,10,0,0,0
"Zele",51.0666667,4.0333333,3,0,0,0
"Zedelgem",51.15,3.1333333,9,0,0,0
"Zaventem",50.8833333,4.4666667,51,0,0,0
"Wuustwezel",51.3833333,4.6,18,0,0,0
"Willebroek",51.0666667,4.3666667,3,0,0,0
"Wevelgem",50.8,3.1666667,24,0,0,0
"Wetteren",51.0,3.8833333,13,0,0,0
"Westerlo",51.0833333,4.9166667,13,0,0,0
"Wervik",50.7833333,3.0333333,16,0,0,0
"Wavre",50.7166667,4.6166667,54,0,0,0
"Waterloo",50.7166667,4.3833333,117,0,0,0
"Waregem",50.8833333,3.4166667,11,0,0,0
"Walcourt",50.25,4.4166667,200,0,0,0
"Vise",50.7333333,5.7,119,0,0,0
